"CCLE_ID" "model_id" "model_name" "synonyms" "model_type" "growth_properties" "doi" "pmed" "model_treatment" "model_comments" "msi_status" "mutational_burden" "ploidy" "parent_id" "crispr_ko_data" "sample_id" "tissue" "tissue_status" "cancer_type" "cancer_type_detail" "cancer_type_ncit_id" "age_at_sampling" "sampling_day" "sampling_month" "sampling_year" "sample_treatment" "sample_treatment_details" "sample_site" "tnm_t" "tnm_n" "tnm_m" "tnm_integrated" "tumour_grade" "patient_id" "species" "gender" "ethnicity" "smoking_status" "model_relations_comment" "COSMIC_ID" "BROAD_ID" "RRID" "HCMI" "suppliers" "supplier" "cat_number"
"NCIH2073_LUNG" "SIDM00757" "NCI-H2073" "" "Cell Line" "Adherent" "" NA "" "" "" 38.87 NA "" "False" "SIDS00260" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 47 NA 11 1988 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00215" "Homo Sapiens" "Female" "White" "Smoker" "NCI-H1993 and NCI-H2073 were derived from the same patient (ATCC)." "908478" "ACH-000590" "CVCL_1521" NA "ATCC:CRL-5918" "ATCC" "CRL-5918"
"NCIH2077_LUNG" "SIDM01670" "NCI-H2077" "" "Cell Line" "Unknown" "10.1002/jcb.240630505" NA "Unknown" "" "" NA NA "" "False" "SIDS01647" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 58 15 11 1988 "None" "" "Lymph Node" NA NA NA NA NA "SIDP01567" "Homo Sapiens" "Male" "White" "Smoker" "NCI-BL2077 is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as NCI-H2077. (PMID: 8806092)" "" "ACH-000010" "" NA "" "" ""
"NCIH2081_LUNG" "SIDM00710" "NCI-H2081" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 51.84 3.050388456 "" "False" "SIDS00269" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 59 NA 11 1988 "Chemotherapy;Radiotherapy" "" "Pleural effusion" NA NA NA NA NA "SIDP00222" "Homo Sapiens" "Female" "White" "Smoker" "" "908480" "ACH-000394" "CVCL_1522" NA "ATCC:CRL-5920" "ATCC" "CRL-5920"
"NCIH2085_LUNG" "SIDM00709" "NCI-H2085" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 42.37 2.672741274 "" "False" "SIDS00270" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 45 NA 11 1988 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00223" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "687812" "ACH-000451" "CVCL_1523" NA "ATCC:CRL-5921" "ATCC" "CRL-5921"
"NCIH2087_LUNG" "SIDM00708" "NCI-H2087" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 61.87 2.391760821 "" "True" "SIDS00271" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 69 NA 11 1988 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00224" "Homo Sapiens" "Male" "White" "Smoker" "NCI-BL2087 is a lymphoblastoid line from the same patient as NCI-H2087 (ATCC)." "724834" "ACH-000841" "CVCL_1524" NA "ATCC:CRL-5922" "ATCC" "CRL-5922"
"NCIH209_LUNG" "SIDM00706" "NCI-H209" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 49.5 3.943454621 "" "True" "SIDS00273" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 55 NA 12 1979 "None" "" "Bone marrow" NA NA NA NA NA "SIDP00225" "Homo Sapiens" "Male" "White" "Unknown" "NCI-BL209 is a lymphoblastoid line from the same patient as NCI-H209 (ATCC)." "688013" "ACH-000290" "CVCL_1525" NA "ATCC:HTB-172" "ATCC" "HTB-172"
"NCIH2106_LUNG" "SIDM01668" "NCI-H2106" "" "Cell Line" "Suspension" "10.1093/jnci/djq279" NA "Unknown" "" "" NA NA "" "False" "SIDS01649" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" 58 15 12 1988 "Chemotherapy;Radiotherapy" "Cis-platinum and Bleomycin" "Lymph Node" NA NA NA NA NA "SIDP01568" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000904" "" NA "ATCC:CRL-5923" "ATCC" "CRL-5923"
"NCIH2110_LUNG" "SIDM00703" "NCI-H2110" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 183.34 2.581503252 "" "True" "SIDS00276" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" NA NA 12 1988 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00227" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "1298351" "ACH-000929" "CVCL_1530" NA "ATCC:CRL-5924" "ATCC" "CRL-5924"
"NCIH211_LUNG" "SIDM00704" "NCI-H211" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 56.39 1.801945111 "" "True" "SIDS00275" "Lung" "Tumour" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 50 NA 1 1980 "Chemotherapy;Radiotherapy" "" "Unknown" NA NA NA NA NA "SIDP00226" "Homo Sapiens" "Female" "White" "Smoker" "" "1240189" "ACH-000639" "CVCL_1529" NA "ATCC:CRL-5824" "ATCC" "CRL-5824"
"NCIH2122_LUNG" "SIDM00702" "NCI-H2122" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 29.21 2.471449922 "" "True" "SIDS00277" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 46 NA 1 1989 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00228" "Homo Sapiens" "Female" "White" "Smoker" "NCI-BL2122 is a lymphoblastoid line from the same patient as NCI-H2122 (ATCC)." "722046" "ACH-000311" "CVCL_1531" NA "ATCC:CRL-5985" "ATCC" "CRL-5985"
"NCIH2126_LUNG" "SIDM00775" "NCI-H2126" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 93 3.240438668 "" "True" "SIDS00051" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" 65 NA NA NA "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP00040" "Homo Sapiens" "Male" "White" "Unknown" "NCI-BL2126 is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as NCI-H2126 (ATCC)." "687814" "ACH-000785" "CVCL_1532" NA "ATCC:CCL-256" "ATCC" "CCL-256"
"NCIH2170_LUNG" "SIDM00716" "NCI-H2170" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 36.89 5.473141565 "" "True" "SIDS00282" "Lung" "Tumour" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" NA NA 4 1989 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00231" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "687815" "ACH-000481" "CVCL_1535" NA "ATCC:CRL-5928" "ATCC" "CRL-5928"
"NCIH2171_LUNG" "SIDM00733" "NCI-H2171" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 73.82 1.809606521 "" "False" "SIDS00283" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 50 NA 4 1989 "Chemotherapy;Radiotherapy" "" "Pleural effusion" NA NA NA NA NA "SIDP00232" "Homo Sapiens" "Male" "White" "Smoker" "NCI-BL2171 is a lymphoblastoid line from the same patient as NCI-H2171 (ATCC)." "688015" "ACH-000525" "CVCL_1536" NA "ATCC:CRL-5929" "ATCC" "CRL-5929"
"NCIH2172_LUNG" "SIDM00926" "NCI-H2172" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 142.47 4.230089926 "" "True" "SIDS00285" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" NA NA 5 1989 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00233" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "1298353" "ACH-000924" "CVCL_1537" NA "ATCC:CRL-5930" "ATCC" "CRL-5930"
"NCIH2196_LUNG" "SIDM00731" "NCI-H2196" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 40.5 1.733488039 "" "False" "SIDS00286" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 67 NA 6 1989 "Unknown" "" "Bone marrow" NA NA NA NA NA "SIDP00234" "Homo Sapiens" "Male" "White" "Smoker" "" "908481" "ACH-000399" "CVCL_1539" NA "ATCC:CRL-5932" "ATCC" "CRL-5932"
"NCIH2227_LUNG" "SIDM00730" "NCI-H2227" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 49.87 2.508879449 "" "False" "SIDS00287" "Lung" "Tumour" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 54 NA 8 1989 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00235" "Homo Sapiens" "Male" "White" "Smoker" "" "688018" "ACH-000610" "CVCL_1542" NA "ATCC:CRL-5934" "ATCC" "CRL-5934"
"NCIH2228_LUNG" "SIDM00729" "NCI-H2228" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 30.11 3.743530018 "" "False" "SIDS00288" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA 8 1989 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00236" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "687816" "ACH-000447" "CVCL_1543" NA "ATCC:CRL-5935" "ATCC" "CRL-5935"
"NCIH226_LUNG" "SIDM00139" "NCI-H226" "HUT-226" "Cell Line" "Adherent" "" NA "" "" "MSS" 18.47 1.932464896 "" "True" "SIDS00837" "Lung" "Metastasis" "Mesothelioma" "Pleural Epithelioid Mesothelioma" "C45662" NA NA NA NA "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00746" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "905941" "ACH-000367" "CVCL_1544" NA "NCI:NCI-H226" "NCI" "NCI-H226"
"NCIH2286_LUNG" "SIDM00017" "NCI-H2286" "" "Cell Line" "Unknown" "" NA "" "" "" 113.03 NA "" "True" "SIDS00782" "Lung" "Tumour" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 57 NA NA 1990 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00700" "Homo Sapiens" "Female" "White" "Smoker" "" "1298355" "ACH-000912" "CVCL_1545" NA "ATCC:CRL-5938" "ATCC" "CRL-5938"
"NCIH2291_LUNG" "SIDM00728" "NCI-H2291" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 79.74 2.826900326 "" "True" "SIDS00289" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA 1 1990 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00237" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "724874" "ACH-000718" "CVCL_1546" NA "ATCC:CRL-5939" "ATCC" "CRL-5939"
"NCIH2342_LUNG" "SIDM00727" "NCI-H2342" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 240.76 3.663892516 "" "False" "SIDS00290" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 55 NA 4 1990 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00238" "Homo Sapiens" "Male" "White" "Unknown" "" "687819" "ACH-000951" "CVCL_1549" NA "ATCC:CRL-5941" "ATCC" "CRL-5941"
"NCIH2347_LUNG" "SIDM00726" "NCI-H2347" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 124.29 3.756108677 "" "False" "SIDS00291" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 54 NA 5 1990 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00239" "Homo Sapiens" "Female" "White" "Unknown" "NCI-BL2347 is a lymphoblastoid line from the same patient as NCI-H2347 (ATCC)." "687820" "ACH-000875" "CVCL_1550" NA "ATCC:CRL-5942" "ATCC" "CRL-5942"
"NCIH23_LUNG" "SIDM00138" "NCI-H23" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 117.39 2.899808207 "" "True" "SIDS00838" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 51 NA NA NA "None" "" "Unknown" NA NA NA NA NA "SIDP00747" "Homo Sapiens" "Male" "Black" "Smoker" "" "905942" "ACH-000900" "CVCL_1547" NA "NCI:NCI-H23" "NCI" "NCI-H23"
"NCIH2405_LUNG" "SIDM00724" "NCI-H2405" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 24.13 3.714135156 "" "False" "SIDS00293" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 47 NA 9 1990 "Unknown" "" "Ascites" NA NA NA NA NA "SIDP00240" "Homo Sapiens" "Male" "White" "Smoker" "" "687821" "ACH-000121" "CVCL_1551" NA "ATCC:CRL-5944" "ATCC" "CRL-5944"
"NCIH2444_LUNG" "SIDM00723" "NCI-H2444" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 39.53 2.361224437 "" "False" "SIDS00294" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" NA NA 11 1990 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00241" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "1298356" "ACH-000186" "CVCL_1552" NA "ATCC:CRL-5945" "ATCC" "CRL-5945"
"NCIH2452_PLEURA" "SIDM00722" "NCI-H2452" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.08 3.309633959 "" "True" "SIDS00295" "Lung" "Tumour" "Mesothelioma" "Pleural Biphasic Mesothelioma" "C45665" NA NA 11 1990 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00242" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "908462" "ACH-000092" "CVCL_1553" NA "ATCC:CRL-5946" "ATCC" "CRL-5946"
"NCIH2882_LUNG" "SIDM01385" "NCI-H2882" "" "Cell Line" "Unknown" "10.1159/000070299" 12759538 "Unknown" "" "" NA NA "" "True" "SIDS01412" "Lung" "Unknown" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01294" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000700" "CVCL_5158" NA "" "" ""
"NCIH2887_LUNG" "SIDM01384" "NCI-H2887" "" "Cell Line" "Unknown" "10.1159/000070299" 12759538 "Unknown" "" "" NA NA "" "True" "SIDS01413" "Lung" "Unknown" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01295" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000251" "CVCL_5159" NA "NCI:NCI-H2887" "NCI" "NCI-H2887"
"NCIH28_PLEURA" "SIDM00720" "NCI-H28" "HUT-28" "Cell Line" "Adherent" "" NA "" "" "MSS" 39.97 3.800372222 "" "True" "SIDS00297" "Lung" "Metastasis" "Mesothelioma" "Pleural Sarcomatoid Mesothelioma" "C45663" 48 NA 9 1976 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00244" "Homo Sapiens" "Male" "White" "Smoker" "" "908470" "ACH-000648" "CVCL_1555" NA "ATCC:CRL-5820" "ATCC" "CRL-5820"
"NCIH292_LUNG" "SIDM00493" "NCI-H292" "NCI-HUT-292" "Cell Line" "Adherent" "" NA "" "" "MSS" 32.97 2.03606007 "" "True" "SIDS00920" "Lung" "Metastasis" "Other Solid Cancers" "Lung Mucoepidermoid Carcinoma" "C45544" 32 NA NA NA "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00823" "Homo Sapiens" "Female" "Black" "Non-Smoker" "" "753604" "ACH-001075" "CVCL_0455" NA "ECACC:91091815" "ECACC" "91091815"
"NCIH3122_LUNG" "SIDM00137" "NCI-H3122" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 35.18 3.743835019 "" "True" "SIDS00839" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00748" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "1240190" "ACH-000337" "CVCL_5160" NA "NCI:NCI-H3122" "NCI" "NCI-H3122"
"NCIH322_LUNG" "SIDM00117" "NCI-H322M" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 71.45 2.346019095 "" "True" "SIDS00840" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Bronchiolo-Alveolar Lung Carcinoma" "C2923" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00749" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "905967" "ACH-000837" "CVCL_1557" NA "NCI:NCI-H322M" "NCI" "NCI-H322M"
"NCIH3255_LUNG" "SIDM00046" "H3255" "NCI-H3255;H3255_DA" "Cell Line" "Unknown" "" NA "" "" "MSS" 23.24 2.513398136 "" "False" "SIDS00737" "Lung" "Unknown" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00661" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "1247873" "ACH-000109" "CVCL_6831" NA "Unknown:Unknown" "Unknown" "Unknown"
"NCIH358_LUNG" "SIDM00718" "NCI-H358" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 114.08 2.837776613 "" "True" "SIDS00299" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Bronchiolo-Alveolar Lung Carcinoma" "C2923" NA NA NA 1981 "None" "" "Alveolus" NA NA NA NA NA "SIDP00246" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "908465" "ACH-000860" "CVCL_1559" NA "ATCC:CRL-5807" "ATCC" "CRL-5807"
"NCIH441_LUNG" "SIDM00925" "NCI-H441" "NCI-H441-4;NCI-441" "Cell Line" "Adherent" "" NA "" "" "MSS" 58.21 2.670447857 "" "True" "SIDS00301" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Papillary Lung Adenocarcinoma" "C5650" NA NA NA 1982 "Unknown" "" "Pericardial fluid" NA NA NA NA NA "SIDP00248" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "908460" "ACH-000638" "CVCL_1561" NA "ATCC:HTB-174" "ATCC" "HTB-174"
"NCIH446_LUNG" "SIDM00965" "NCI-H446" "NCI-446" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 78.45 3.113513859 "" "True" "SIDS00302" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 61 NA NA 1982 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00249" "Homo Sapiens" "Male" "White" "Smoker" "" "688023" "ACH-000800" "CVCL_1562" NA "ATCC:HTB-171" "ATCC" "HTB-171"
"NCIH460_LUNG" "SIDM00144" "NCI-H460" "NCI-HUT-460;NCI-460" "Cell Line" "Adherent" "" NA "" "" "MSS" 37.47 2.535303751 "" "True" "SIDS00841" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Large Cell Lung Carcinoma" "C4450" NA NA NA 1982 "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00750" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "905943" "ACH-000463" "CVCL_0459" NA "NCI:NCI-H460" "NCI" "NCI-H460"
"NCIH508_LARGE_INTESTINE" "SIDM00777" "NCI-H508" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 29.82 4.36323072 "" "False" "SIDS00049" "Large Intestine" "Metastasis" "Colorectal Carcinoma" "Cecum Adenocarcinoma" "C5543" 55 NA NA NA "Chemotherapy" "5-FU" "Abdominal Wall" NA NA NA NA NA "SIDP00038" "Homo Sapiens" "Male" "White" "Unknown" "" "908442" "ACH-000360" "CVCL_1564" NA "ATCC:CCL-253" "ATCC" "CCL-253"
"NCIH510_LUNG" "SIDM00927" "NCI-H510A" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 121.84 2.689424648 "" "False" "SIDS00303" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 56 NA NA 1982 "Unknown" "" "Adrenal Gland" NA NA NA NA NA "SIDP00250" "Homo Sapiens" "Male" "White" "Unknown" "" "753605" "ACH-000871" "CVCL_1565" NA "ATCC:HTB-184" "ATCC" "HTB-184"
"NCIH520_LUNG" "SIDM01130" "NCI-H520" "NCI-HUT-520" "Cell Line" "Adherent" "" NA "" "" "MSS" 36.42 4.633640102 "" "True" "SIDS00304" "Lung" "Tumour" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" NA NA NA 1982 "Unknown" "" "Lung " NA NA NA NA NA "SIDP00251" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "908443" "ACH-000395" "CVCL_1566" NA "ATCC:HTB-182" "ATCC" "HTB-182"
"NCIH522_LUNG" "SIDM00116" "NCI-H522" "NCI-522" "Cell Line" "Adherent" "" NA "" "" "MSS" 32.16 2.46582998 "" "True" "SIDS00842" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 58 NA NA NA "None" "" "Unknown" NA NA NA NA NA "SIDP00751" "Homo Sapiens" "Male" "White" "Smoker" "" "905944" "ACH-000343" "CVCL_1567" NA "NCI:NCI-H522" "NCI" "NCI-H522"
"NCIH524_LUNG" "SIDM01129" "NCI-H524" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 51.89 2.216436458 "" "False" "SIDS00305" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 63 NA 11 1982 "Chemotherapy;Radiotherapy" "" "Lymph node " NA NA NA NA NA "SIDP00252" "Homo Sapiens" "Male" "White" "Smoker" "" "908483" "ACH-000816" "CVCL_1568" NA "ATCC:CRL-5831" "ATCC" "CRL-5831"
"NCIH526_LUNG" "SIDM01128" "NCI-H526" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 53.03 3.020944899 "" "True" "SIDS00306" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 55 NA 11 1982 "None" "" "Bone marrow" NA NA NA NA NA "SIDP00253" "Homo Sapiens" "Male" "White" "Smoker" "" "688025" "ACH-000767" "CVCL_1569" NA "ATCC:CRL-5811" "ATCC" "CRL-5811"
"NCIH596_LUNG" "SIDM01127" "NCI-H596" "NCI-HUT-596" "Cell Line" "Adherent" "" NA "" "" "MSS" 44.97 2.989640551 "" "False" "SIDS00307" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Adenosquamous Lung Carcinoma" "C9133" 73 NA NA 1983 "None" "" "Chest wall" NA NA NA NA NA "SIDP00254" "Homo Sapiens" "Male" "White" "Unknown" "" "908459" "ACH-000628" "CVCL_1571" NA "ATCC:HTB-178" "ATCC" "HTB-178"
"NCIH647_LUNG" "SIDM01125" "NCI-H647" "H647ell" "Cell Line" "Adherent" "" NA "" "" "MSS" 52.37 3.17418743 "" "True" "SIDS00309" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Adenosquamous Lung Carcinoma" "C9133" 56 NA 10 1983 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00256" "Homo Sapiens" "Male" "White" "Unknown" "" "1240191" "ACH-000378" "CVCL_1574" NA "ATCC:CRL-5834" "ATCC" "CRL-5834"
"NCIH650_LUNG" "SIDM01124" "NCI-H650" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 213.66 4.420226992 "" "True" "SIDS00310" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA 10 1983 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00257" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "722066" "ACH-000945" "CVCL_1575" NA "ATCC:CRL-5835" "ATCC" "CRL-5835"
"NCIH660_PROSTATE" "SIDM01123" "NCI-H660" "NCI660" "Cell Line" "Suspension" "" NA "" "" "MSS" 25.79 3.166806611 "" "False" "SIDS00311" "Prostate" "Metastasis" "Prostate Carcinoma" "Prostate Carcinoma" "C4863" 63 NA 11 1983 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00258" "Homo Sapiens" "Male" "White" "Smoker" "" "1330975" "ACH-000177" "CVCL_1576" NA "ATCC:CRL-5813" "ATCC" "CRL-5813"
"NCIH661_LUNG" "SIDM01122" "NCI-H661" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 77.03 3.247335611 "" "True" "SIDS00312" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Large Cell Lung Carcinoma" "C4450" 43 NA 11 1983 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00259" "Homo Sapiens" "Male" "White" "Unknown" "" "687829" "ACH-000853" "CVCL_1577" NA "ATCC:HTB-183" "ATCC" "HTB-183"
"NCIH684_LIVER" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"NCIH69_LUNG" "SIDM01121" "NCI-H69" "NCI-HUT-69;H69/P;NCI-H69C" "Cell Line" "Suspension" "" NA "" "" "MSS" 42.34 1.607394461 "" "False" "SIDS00313" "Lung" "Tumour" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 55 NA 9 1977 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00260" "Homo Sapiens" "Male" "White" "Unknown" "" "688027" "ACH-000358" "CVCL_1579" NA "ATCC:HTB-119" "ATCC" "HTB-119"
"NCIH716_LARGE_INTESTINE" "SIDM00779" "NCI-H716" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 38.16 2.743337566 "" "True" "SIDS00047" "Large Intestine" "Metastasis" "Colorectal Carcinoma" "Cecum Adenocarcinoma" "C5543" 33 NA NA 1984 "Chemotherapy" "5-FU" "Ascites" NA NA NA NA NA "SIDP00036" "Homo Sapiens" "Male" "White" "Unknown" "" "908458" "ACH-000491" "CVCL_1581" NA "ATCC:CCL-251" "ATCC" "CCL-251"
"NCIH727_LUNG" "SIDM01119" "NCI-H727" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 83.58 2.646021597 "" "True" "SIDS00315" "Lung" "Tumour" "Other Solid Cancers" "Lung Carcinoid Tumor" "C4038" 65 NA NA NA "None" "" "Bronchus" NA NA NA NA NA "SIDP00262" "Homo Sapiens" "Female" "White" "Smoker" "" "724855" "ACH-000775" "CVCL_1584" NA "ATCC:CRL-5815" "ATCC" "CRL-5815"
